"성별","행정구역별","연령별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2","2021. 2/2","2022. 1/2","2022. 2/2",
"남자","부산광역시","40~49세","농림어업","","1.28136",".75125",".82312",".81136",".54657",".94365","2.08719","1.14874","1.08048","1.39169",".72646",".24686",".19529",".5194",".32508",".54035",".25282",".37562",".26239",".68666",
"남자","부산광역시","40~49세","광업","",".35402",".36571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","부산광역시","40~49세","제조업","","49.79557","52.54591","52.1582","53.10284","52.18138","50.84831","48.77437","53.57758","51.99557","45.51373","44.0036","47.69973","47.29067","46.92529","46.75041","47.54549","49.49843","45.13417","46.27226","45.11439",
"남자","부산광역시","40~49세","전기,가스,증기 및 수도사업","","2.5863","2.0923","2.71504","2.90393","2.99307","3.2835","3.02964","2.44935","2.2323","1.83302","3.05319","2.85323","2.07624","1.97067","1.61421","1.54791",".9554","1.12482","1.3385","1.26408",
"남자","부산광역시","40~49세","하수·폐기물처리,원료재생 및 환경복원업","","1.03757",".92577","1.64723","1.5269","1.59764","1.88178","2.11543","1.74986","2.26691",".78104","1.19327","1.53665","1.82055","1.54124","1.78946","2.1739","3.37667","3.06452","2.45317","1.25766",
"남자","부산광역시","40~49세","건설업","","38.2322","37.85097","35.69769","34.84781","37.77332","39.93586","33.64426","37.41044","34.36385","33.61597","30.34715","34.21152","33.60326","36.47796","33.29807","31.74906","28.53703","34.54874","37.86485","39.97723",
"남자","부산광역시","40~49세","도소매업","","43.85136","39.57465","36.58816","33.50595","34.03194","32.5664","37.25868","32.87034","32.82794","39.97878","37.66589","37.29021","32.4166","32.92964","36.29404","37.71142","37.61711","34.49159","31.70006","34.11587",
"남자","부산광역시","40~49세","운수업","","32.2203","27.48492","29.82546","29.27732","31.09852","27.94453","28.73835","27.18677","26.60631","24.86632","21.39473","26.71974","27.06129","25.58453","26.3701","24.18313","26.52788","24.94153","28.7619","31.68642",
"남자","부산광역시","40~49세","숙박 및 음식점업","","8.47368","10.08006","10.24785","9.25009","7.12289","7.9619","8.93566","9.41684","8.78841","6.83502","6.03752","5.78512","6.67424","11.56381","11.02003","9.47827","11.44757","10.463","9.85518","9.88318",
"남자","부산광역시","40~49세","출판,영상,방송통신 및 정보서비스업","","5.21474","4.34258","5.03784","6.16642","7.88807","4.37359","6.39332","5.60181","5.37839","4.46849","5.48081","6.11995","3.82762","4.9838","3.68745","3.94972","3.0478","3.48883","4.67868","5.68809",
"남자","부산광역시","40~49세","금융 및 보험업","","7.80826","7.75732","9.13864","9.78856","9.05589","8.03278","7.05945","6.87029","7.01002","7.20992","8.4365","7.90961","6.93269","5.51996","6.20977","5.22069","4.76563","3.70776","4.78617","4.53765",
"남자","부산광역시","40~49세","부동산업 및 임대업","","3.57831","4.28977","3.2599","4.12238","2.82108","2.74795","3.07354","3.52694","4.87627","3.56508","3.20337","4.53095","4.64124","4.17082","3.53852","2.92577","4.61321","3.06592","3.17252","3.46101",
"남자","부산광역시","40~49세","전문,과학 및 기술서비스업","","5.89292","6.72718","8.37629","8.28451","7.0819","8.83351","8.39639","7.47534","8.12063","8.34953","6.35846","7.5265","7.1784","7.51476","5.81625","6.77311","7.12775","7.15748","7.24856","7.64572",
"남자","부산광역시","40~49세","사업시설관리 및 사업지원 서비스업","","7.39871","4.76075","6.33189","8.61301","10.65756","7.1925","5.36981","8.06177","7.10031","9.17243","8.18341","5.96226","6.68628","7.0114","7.11621","9.29831","9.08814","9.88796","9.14545","8.04986",
"남자","부산광역시","40~49세","공공행정,국방 및 사회보장행정","","9.82938","10.69386","11.18003","10.10521","11.04496","11.2311","11.39102","10.95037","8.54162","11.15672","11.47771","10.94653","9.46516","7.27342","7.88883","8.20339","11.34582","10.62769","9.10425","7.67729",
"남자","부산광역시","40~49세","교육서비스업","","8.2209","10.05928","11.25911","11.38341","10.36071","10.10049","9.95473","8.84494","9.66533","8.4391","9.7258","10.7514","8.52334","8.4831","9.77716","9.16958","8.85659","9.55112","9.1325","5.91535",
"남자","부산광역시","40~49세","보건업 및 사회복지서비스업","","3.97358","4.60671","5.42777","5.89453","4.80531","4.61732","4.88587","5.44781","4.19886","6.19378","7.68983","7.98514","5.30594","5.72117","4.53326","3.95088","4.75042","6.35968","5.53006","6.49686",
"남자","부산광역시","40~49세","예술,스포츠 및 여가관련 서비스업","","2.49164","2.85567","2.53039","2.15718","2.64794","1.12246","1.92184","1.63894","1.62608","2.3748","2.75829","2.29818","3.20255","4.59198","3.21154","4.10745","2.916","3.17338","2.96622","1.79596",
"남자","부산광역시","40~49세","협회 및 단체,수리 기타 개인서비스업","","9.68103","9.62977","9.52587","8.58669","8.01319","8.83569","5.93238","6.97772","7.57799","8.71168","7.57722","7.58964","10.15433","9.14971","9.89691","9.0044","8.21081","8.54645","7.25782","7.52967",
"남자","부산광역시","40~49세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0","0","0","0","0","0",".42597","0","0","","0","0","0","0","0","-","-","0","0","0",
"남자","부산광역시","40~49세","국제 및 외국기관","","0","0",".10964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","부산광역시","50~59세","합계","","248.13535","251.23138","250.54737","250.5615","240.91496","227.34495","177.632","231.97647","235.61288","235.06915","227.326","222.70828","218.12111","218.4864","210.90952","215.09627","209.53814","212.64017","216.01764","220.59247",
"남자","부산광역시","50~59세","농림어업","","3.5708","2.7354","2.74268","1.41641",".65571","1.04956","1.66992","1.40167","1.86783","2.67974","2.08593","1.27514",".87543","2.11844","1.02737","1.13731","1.20542","2.12751","2.97657","1.54114",
"남자","부산광역시","50~59세","광업","","0",".40966",".001","0",".001",".001","0","0","0",".76201",".7801",".49893",".75499",".001",".002",".002",".002",".002","0",".002",
"남자","부산광역시","50~59세","제조업","","54.73783","56.58695","50.40576","47.38934","52.63325","50.69946","50.33367","51.42197","51.50128","49.95039","48.36116","53.97488","46.77199","44.49784","43.00879","41.0621","41.16409","36.62455","37.60157","34.30549",
"남자","부산광역시","50~59세","전기,가스,증기 및 수도사업","","1.62101","2.66432","1.96615","2.79117","3.37399","2.22544","2.50465","2.21524","1.7566","1.48368","2.01617","2.31273","2.01961","1.98586","2.1242","2.08628","1.69132","1.94486","2.53044","1.97252",
"남자","부산광역시","50~59세","하수·폐기물처리,원료재생 및 환경복원업","","1.05609","1.25433","1.29776",".71932","1.48541","1.17357","1.84327","1.71219","1.28472","2.98427","3.41812","2.93832","2.08614","1.89976","2.16702","2.00823","2.05376","2.91199","2.22972","2.00736",
"남자","부산광역시","50~59세","건설업","","36.29319","34.42405","37.50242","37.79567","33.36033","37.90307","33.99399","39.32934","42.46271","46.46979","38.67746","38.43864","40.84517","42.14912","38.11502","44.58191","34.99715","40.28904","42.942","48.4162",
"남자","부산광역시","50~59세","도소매업","","33.10603","30.53961","30.50043","28.93451","23.92124","20.73626","25.62196","27.3621","26.69659","26.65202","26.93271","25.35335","25.93132","28.65032","28.96609","31.22469","30.40404","28.40098","28.11992","28.79589",
"남자","부산광역시","50~59세","운수업","","44.33123","47.31742","48.74932","48.39993","43.03048","40.70442","41.15581","36.97395","34.75581","28.30185","31.50683","31.32299","32.8791","31.68558","28.63178","26.16709","28.56359","31.50355","32.75635","31.47215",
"남자","부산광역시","50~59세","숙박 및 음식점업","","9.02661","9.75568","9.10669","9.28123","9.42153","9.87154","9.0051","9.76853","10.30901","7.78647","5.92565","5.02838","5.28065","6.28148","6.56937","6.24348","8.93679","7.86403","8.08554","9.20237",
"남자","부산광역시","50~59세","출판,영상,방송통신 및 정보서비스업","","1.88628","1.88225","3.1262","2.53791","2.2104","1.90364","1.64538","2.51669","2.14035","2.55262","3.24474","3.73964","3.16461","3.03574","2.99677","2.44908","2.75883","3.15393","3.11715","3.51986",
"남자","부산광역시","50~59세","금융 및 보험업","","4.14661","5.17615","7.36606","9.73883","6.83584","5.52909","5.37363","6.39217","5.2419","5.21849","7.36251","6.68482","4.40521","3.57874","5.85046","6.90529","6.8873","6.26789","6.95668","6.16239",
"남자","부산광역시","50~59세","부동산업 및 임대업","","4.61533","3.80384","4.33383","4.84245","4.67074","4.83351","4.49429","4.66143","6.12009","5.31589","5.75524","5.6736","6.3877","6.18855","4.8859","5.48423","5.27159","4.54318","4.35514","3.41216",
"남자","부산광역시","50~59세","전문,과학 및 기술서비스업","","5.80314","4.85016","4.13746","4.10469","3.57539","3.97503","4.94318","5.03337","6.00752","6.03122","5.98465","5.83429","5.68205","4.50844","4.07861","3.89385","4.24606","5.07175","4.5429","5.20497",
"남자","부산광역시","50~59세","사업시설관리 및 사업지원 서비스업","","11.21191","7.44835","8.01866","10.01","15.52176","11.91512","11.48162","9.05535","9.29768","11.24092","9.98366","8.24568","9.72995","8.85357","5.59363","9.49463","9.91512","10.64794","11.0456","9.30015",
"남자","부산광역시","50~59세","공공행정,국방 및 사회보장행정","","9.20311","12.08069","12.89612","12.80976","11.0887","8.06207","9.74862","8.5983","11.27127","10.4182","9.08957","8.5211","8.29346","8.44884","9.15604","8.40951","9.7637","9.01711","8.76984","10.52434",
"남자","부산광역시","50~59세","교육서비스업","","9.76128","12.01577","12.1821","12.3709","11.35304","10.30992","13.47382","10.35215","12.46932","11.27278","10.2618","9.38095","9.73215","9.81132","10.64469","9.53842","8.13808","9.84558","7.69576","8.62973",
"남자","부산광역시","50~59세","보건업 및 사회복지서비스업","","4.38328","5.07517","3.6363","4.52628","4.28015","3.98288","4.60445","3.78046","3.47039","4.06306","4.28795","4.48075","3.55804","4.02825","5.03693","4.84105","4.21165","3.7321","3.30141","5.40366",
"남자","부산광역시","50~59세","예술,스포츠 및 여가관련 서비스업","","2.55403","1.61293","1.35426","2.05438","3.17709","3.36986","1.51798","2.53898","1.22711","1.40087",".7404",".93263","1.78955","2.18545","2.50394","2.18099","2.25406","1.24808","1.48834","2.24616",
"남자","부산광역시","50~59세","협회 및 단체,수리 기타 개인서비스업","","10.82759","11.3298","11.12661","10.3467","9.63266","8.63721","9.70259","8.72988","7.73272","10.2802","10.80385","7.94242","7.77331","8.026","8.9931","7.38614","7.07359","7.34686","7.50272","8.47392",
"남자","부산광역시","50~59세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0",".26885","0","0",".18098","0","2.31704","0","0","","0","0","0",".11741","0","-","-",".09722","0","0",
"남자","부산광역시","50~59세","국제 및 외국기관","","0","0",".09759",".49204",".50528",".46233","0",".13271","0",".20469",".10753",".12904",".1607",".43469",".55782","0","0","0","0","0",
"남자","부산광역시","60세이상","합계","","131.72015","131.03682","140.27355","143.13168","145.92644","150.1835","114.98046","166.82827","161.10467","174.09807","175.23834","185.87144","182.76943","183.3835","175.66155","194.80409","196.96877","215.66802","216.26555","214.62905",
"남자","부산광역시","60세이상","농림어업","","3.24171","2.75279","2.83481","1.36021",".8798","2.26094","3.76949","3.88512","4.18136","4.57661","3.96268","3.87641","1.24134","3.16936","2.50842","3.2094","3.28486","5.66618","9.16436","7.88678",
"남자","부산광역시","60세이상","광업","",".37834","0","0",".2545","0","0","0","0",".001","0","0","0","0","0","0","0","0","0","0","0",
"남자","부산광역시","60세이상","제조업","","17.06809","18.49309","16.2186","15.9058","19.85035","23.36239","22.40295","27.18806","24.37471","24.29253","24.66509","27.45606","29.14738","23.58542","25.14944","25.44357","25.44554","26.15225","26.04885","28.52125",
"남자","부산광역시","60세이상","전기,가스,증기 및 수도사업","","0","0","0","0",".18607",".62584",".38314",".35141",".26921",".15897",".1618","0","0",".20201","0",".50557",".17302",".22986",".11903",".25206",
"남자","부산광역시","60세이상","하수·폐기물처리,원료재생 및 환경복원업","","1.11035","1.40518","1.12858","1.35945","1.32177",".6816",".66812","1.38927","1.37298","1.73722","2.39125","2.50614","2.37812","1.75963","2.03266","2.1346","1.84","1.73531","1.978","2.19141",
"남자","부산광역시","60세이상","건설업","","14.84749","13.1397","16.56261","16.34482","20.95265","17.34715","16.94363","20.54826","22.97262","25.72333","21.80117","25.65591","23.67874","22.43787","21.35932","25.09788","26.48142","30.58122","31.68745","36.52704",
"남자","부산광역시","60세이상","도소매업","","18.80273","20.38847","19.93284","17.57546","16.17419","18.33293","21.60012","22.17484","20.02383","22.13135","21.47","18.18718","19.1935","19.47645","22.22715","22.98837","25.06891","25.89422","21.8832","22.27722",
"남자","부산광역시","60세이상","운수업","","28.55927","26.1113","31.297","33.16099","29.56635","30.71421","28.46576","30.4104","28.58745","31.76597","30.97747","35.48594","37.4268","38.81682","34.33489","33.76812","35.14259","39.89808","43.75826","39.20972",
"남자","부산광역시","60세이상","숙박 및 음식점업","","5.35192","4.5401","5.4007","5.34813","5.90536","5.49677","6.64656","5.08183","4.86989","5.56559","4.8808","6.75648","6.99897","6.41652","6.30853","7.61977","8.9099","7.88147","6.51802","5.99484",
"남자","부산광역시","60세이상","출판,영상,방송통신 및 정보서비스업","",".1203",".22371",".6791",".85242",".84115",".39463",".75914",".60678",".33235",".15687",".60714",".52673",".83132",".44384",".9367",".9683",".57117",".64228",".88817",".97386",
"남자","부산광역시","60세이상","금융 및 보험업","","1.21122","1.42396","1.61002","1.81189","2.25568","2.07168","1.3842",".88266","1.14039","1.31375","1.63503","1.27155","1.19757","1.33039","1.6008","2.38444","1.63234","1.48903","1.52955","1.8056",
"남자","부산광역시","60세이상","부동산업 및 임대업","","6.43987","5.87668","5.20033","6.26433","5.7273","4.72203","6.58207","5.75263","6.69012","8.52979","7.23998","7.68753","8.5475","9.49453","9.22599","8.20608","9.63898","8.12087","7.36167","6.59831",
"남자","부산광역시","60세이상","전문,과학 및 기술서비스업","","2.41893","1.80873","3.01982","2.49804","2.13164","1.90436","3.21742","3.356","2.37534","2.79171","3.66821","4.05411","3.6213","3.4207","4.6174","4.20203","4.71244","4.86929","4.41709","4.90699",
"남자","부산광역시","60세이상","사업시설관리 및 사업지원 서비스업","","14.56272","14.19025","13.2905","15.11383","17.95281","18.6093","19.03172","20.92013","19.19626","17.74919","21.07594","21.16572","18.54563","18.788","15.6633","19.27144","17.86018","17.31612","17.78568","14.65544",
"남자","부산광역시","60세이상","공공행정,국방 및 사회보장행정","","3.12559","3.21697","4.06421","3.95412","4.74066","4.37848","2.98358","2.9846","3.69524","5.29137","5.43833","4.82268","3.66952","4.83844","4.18432","7.64292","6.90797","7.37631","5.93262","5.34404",
"남자","부산광역시","60세이상","교육서비스업","","2.72004","3.42065","4.7035","4.40625","3.79282","3.77508","4.64873","4.99698","4.60389","6.09614","4.85661","5.49161","4.88204","5.16068","3.12906","4.7283","6.65929","7.14764","7.46741","5.57262",
"남자","부산광역시","60세이상","보건업 및 사회복지서비스업","","3.69734","4.0353","5.10367","6.96263","6.55266","6.20264","6.44538","7.61268","7.24907","8.77911","9.61394","10.06803","10.18028","12.40615","11.64081","15.41641","12.06009","19.89433","19.2164","19.41996",
"남자","부산광역시","60세이상","예술,스포츠 및 여가관련 서비스업","",".69336","1.35398","1.09534","1.71847",".4638",".42292","1.0483",".64547","1.33708","1.21961","1.33618","1.05152","1.87612","2.47337","1.8471","1.89605","1.31061","1.649","1.82946","1.76446",
"남자","부산광역시","60세이상","협회 및 단체,수리 기타 개인서비스업","","7.37088","8.65597","7.94887","8.24034","6.46441","8.88058","9.0659","8.01271","7.752","6.21899","9.45672","9.80786","9.3533","9.03098","8.36861","9.0287","9.10975","8.63753","8.16207","10.41359",
"남자","부산광역시","60세이상","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0","0",".18305","0",".16698","0","4.32415",".02846",".07989","","0","0","0",".13234",".52704","-","-",".09226",".12241","0",
"남자","부산광역시","60세이상","국제 및 외국기관","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".29215",".15973",".39477",".39587",".31389",
"남자","대구광역시","계","합계","","676.95309","686.39538","703.04192","696.64688","704.78376","720.44828","525.71061","698.37714","692.90914","677.06268","668.14036","682.91501","685.88377","692.66246","651.12385","681.16496","690.77377","696.49074","697.5436","690.95502",
"남자","대구광역시","계","농림어업","","23.55532","24.37926","21.73767","18.84157","11.55035","14.54193","17.59083","11.79654","10.10636","14.01186","18.09995","18.38776","20.49571","20.64592","18.66785","16.93412","10.23221","7.37435","7.31584","7.49357",
"남자","대구광역시","계","광업","",".001",".001",".001","0",".43832",".46244",".4521",".56461",".50532",".4836",".001","0",".71684",".7103","0","-","-","0","0",".001",
"남자","대구광역시","계","제조업","","171.04914","171.66512","177.1459","167.21812","173.87741","168.26575","179.89601","168.11013","176.3747","174.53941","166.59473","181.4099","179.61813","184.01119","166.87536","168.80057","176.74969","169.58828","176.5341","168.79736",
"남자","대구광역시","계","전기,가스,증기 및 수도사업","","2.91603","2.01603","2.19996","1.6355","2.39984","4.25242","2.62326","1.856","3.16112","2.49013","2.45727","1.70099","3.02574","2.29268","2.10636","2.86869","2.31082","2.24014","1.98396","3.00024",
"남자","대구광역시","계","하수·폐기물처리,원료재생 및 환경복원업","","2.27183","2.90074","4.69045","2.79684","2.99422","3.92572","5.06569","4.64166","3.74572","3.79681","3.92738","4.22376","3.59083","3.49028","4.50103","6.80133","5.57363","6.52489","6.56359","5.79605",
"남자","대구광역시","계","건설업","","82.5839","86.07593","86.61354","88.70254","80.29778","84.00356","85.95077","88.2251","81.70384","89.0668","84.03716","88.52587","90.95299","90.44917","79.62174","89.18096","79.67096","76.92383","73.84953","83.66541",
"남자","대구광역시","계","도소매업","","112.39865","109.24713","120.27101","117.56322","122.51794","105.89606","111.71261","114.79483","108.82405","95.57375","95.3321","88.98272","86.51803","88.40547","93.88091","89.65353","85.4309","85.44544","90.98964","96.57256",
"남자","대구광역시","계","운수업","","53.36038","51.87327","52.69067","52.17901","56.89932","66.00605","55.07645","57.70561","60.38535","59.15219","57.04706","54.3145","51.64761","52.51778","52.55692","58.29029","59.47897","62.92597","60.45236","64.6305",
"남자","대구광역시","계","숙박 및 음식점업","","35.90321","38.62116","35.46524","41.95919","32.48422","36.036","34.59714","38.32322","35.98028","36.02565","35.02886","39.06873","42.30852","39.61355","31.80585","33.91012","37.80489","41.12579","38.18039","33.12782",
"남자","대구광역시","계","출판,영상,방송통신 및 정보서비스업","","15.33585","15.0593","13.99993","12.70764","18.51885","16.77615","14.48038","12.06423","15.72178","13.34117","12.75718","13.06643","12.42747","12.91689","13.72931","13.31492","12.71701","12.93376","15.06805","14.72415",
"남자","대구광역시","계","금융 및 보험업","","17.52616","17.62075","15.53942","17.12101","15.87919","19.8066","17.85759","15.78591","17.79081","15.5695","16.57394","15.03927","12.95802","12.93865","14.53515","14.34587","15.0104","14.63648","13.7409","14.21541",
"남자","대구광역시","계","부동산업 및 임대업","","8.91653","8.81526","10.33987","9.18943","8.58817","10.69675","10.51501","10.46506","11.29147","13.0974","12.10558","12.6854","13.91716","13.36132","13.97924","14.02971","15.53781","15.8791","16.44478","13.72497",
"남자","대구광역시","계","전문,과학 및 기술서비스업","","19.77288","19.90403","17.79564","19.42455","20.80654","23.56173","18.64918","17.33619","16.99351","16.48959","17.00916","16.71897","17.91297","20.27873","19.78813","20.4595","21.1098","23.57261","21.71313","23.2132",
"남자","대구광역시","계","사업시설관리 및 사업지원 서비스업","","22.05849","22.17723","24.20982","22.27002","27.40909","30.11876","27.43764","30.3821","26.59197","23.58224","26.3092","23.80532","24.98759","24.42817","21.88692","23.74142","31.49742","33.79551","32.99394","28.94556",
"남자","대구광역시","계","공공행정,국방 및 사회보장행정","","26.89348","28.38154","29.80513","28.57721","28.87712","30.54137","28.75948","30.28512","29.83914","31.11392","28.6919","32.18377","24.95592","22.8831","20.37341","26.01131","26.49387","31.88502","31.27999","33.89517",
"남자","대구광역시","계","교육서비스업","","28.85917","31.11118","33.83118","33.41233","37.62852","40.50099","34.11332","32.48669","31.49007","29.29229","27.87133","31.69972","36.80768","35.05482","33.95229","32.22829","34.0208","35.04979","33.76031","27.16468",
"남자","대구광역시","계","보건업 및 사회복지서비스업","","16.95848","18.93144","19.77547","24.46719","25.5157","25.22825","21.54894","20.86386","19.85023","21.11855","22.97407","22.53924","24.22086","26.45737","26.78206","27.92038","31.26599","32.75391","32.29974","30.16087",
"남자","대구광역시","계","예술,스포츠 및 여가관련 서비스업","","7.71574","9.92864","8.73775","9.36603","8.59792","7.63263","5.2062","8.8268","8.44252","7.32938","6.98196","6.92551","8.07233","9.23989","6.79142","7.55206","9.54006","9.47909","10.09955","9.78084",
"남자","대구광역시","계","협회 및 단체,수리 기타 개인서비스업","","27.86779","27.00072","26.93215","28.09291","27.26718","29.15295","33.27962","32.08811","32.48213","28.72111","33.7857","30.95802","29.9058","31.27665","26.72808","32.75708","33.83031","31.9456","32.30666","30.50435",
"남자","대구광역시","계","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","",".14875","0",".17224",".21796",".39045",".21185","6.77197",".06103",".15864","","0","0","0","0",".51436",".26089",".31317",".12587",".06192",".086",
"남자","대구광역시","계","국제 및 외국기관","",".86032",".68566","1.0879",".90462","1.84565","2.83033",".41528","1.71437","1.47014","2.26734",".55486",".67913",".84357","1.69053","2.04746","2.1039","2.18505","2.28533","1.90522","1.45532",
"남자","대구광역시","15~19세","합계","","2.59443","6.36875","9.86583","5.81582","4.74472","6.64894","6.81502","4.22634","5.5105","4.55053","4.95826","2.09255","2.76614","1.63511","1.15761",".62417","4.13842","3.15743","4.0455","4.48719",
"남자","대구광역시","15~19세","농림어업","","0","0","0","0","0","0","0","0","0","0","0","0",".16486","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","광업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","0","0","0",
"남자","대구광역시","15~19세","제조업","",".78801","1.67531","2.89275","1.47713","1.00082",".93656",".80805","1.06961","1.80442","1.29788",".95136",".19915",".51374",".25819",".69938",".24889",".86035",".36055",".43241",".91171",
"남자","대구광역시","15~19세","전기,가스,증기 및 수도사업","","0","0",".23044","0","0","0","0","0",".17555",".13922","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","하수·폐기물처리,원료재생 및 환경복원업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","건설업","","0","0",".17424","0","0","0","0","0","0",".16574","0","0","0","0","0","0","0",".17766",".36413","0",
"남자","대구광역시","15~19세","도소매업","",".33686","1.41307","1.19639","1.07305",".45895","1.33304",".94416",".58335","1.14413",".98628","1.79078",".29885",".21795",".41548","0",".13002",".29565","0",".90431",".78856",
"남자","대구광역시","15~19세","운수업","","0","0",".72265","0","0",".54276",".2649",".27828","0",".25553",".24624",".19856",".19248","0","0","0","0",".42599",".227",".23875",
"남자","대구광역시","15~19세","숙박 및 음식점업","","1.22726","1.97369","3.81902","2.7111","2.03249","2.33294","1.02562","1.63524","1.82655","1.50993","1.69431","1.07134",".9981",".51009",".26822",".24526","2.16363","1.70078","1.72508","2.06923",
"남자","대구광역시","15~19세","출판,영상,방송통신 및 정보서비스업","",".12319","0","0","0","0","0","0","0","0","0","0",".32464","0","0","0","0","0","0","0",".18955",
"남자","대구광역시","15~19세","금융 및 보험업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","부동산업 및 임대업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","전문,과학 및 기술서비스업","","0","0","0","0",".12747","0","0","0","0",".19596","0","0","0","0","0","0",".15651","0","0","0",
"남자","대구광역시","15~19세","사업시설관리 및 사업지원 서비스업","","0","0","0","0","0","0","0","0",".19473","0","0","0","0","0",".19001","0",".32388","0","0","0",
"남자","대구광역시","15~19세","공공행정,국방 및 사회보장행정","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","교육서비스업","",".11911",".44625",".2352",".12287",".43235",".70409",".29404",".13646","0","0","0","0",".45449","0","0","0","0",".30654",".23554",".07323",
"남자","대구광역시","15~19세","보건업 및 사회복지서비스업","","0","0","0","0","0",".43356","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","예술,스포츠 및 여가관련 서비스업","","0",".56701",".59515",".43166",".69264",".36599",".25839",".52341",".36511","0","0","0","0",".24963","0","0",".1489",".1859",".15704",".21617",
"남자","대구광역시","15~19세","협회 및 단체,수리 기타 개인서비스업","","0",".29342","0","0","0","0","0","0","0","0",".27557","0",".22451",".20172","0","0",".18949","0","0","0",
"남자","대구광역시","15~19세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","15~19세","국제 및 외국기관","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"남자","대구광역시","20~29세","합계","","66.37223","65.9905","67.59687","67.90899","77.18198","76.84061","85.38413","73.03757","63.82857","59.10155","63.09326","73.21864","85.24955","78.58361","63.6464","75.60571","81.20891","78.22831","74.54099","74.20679",
"남자","대구광역시","20~29세","농림어업","",".48418",".22762",".31848",".3865",".35948","0","0","0","0",".65209",".35645","0","0",".13216",".25962",".51806",".41956",".11172",".10015",".20242",
"남자","대구광역시","20~29세","광업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","0","0","0",
"남자","대구광역시","20~29세","제조업","","18.26193","19.28382","19.81175","16.64113","20.26184","21.74163","22.00941","22.75829","22.06403","17.1208","17.8753","21.3896","24.41274","21.67127","16.49827","16.30625","19.08403","19.55165","17.45539","17.66628",
"남자","대구광역시","20~29세","전기,가스,증기 및 수도사업","",".41691",".20024",".18676","0","0","0","0","0","0",".29423",".38634","0",".71921",".44803",".50589",".94972",".68022",".32642",".12231",".15527",
"남자","대구광역시","20~29세","하수·폐기물처리,원료재생 및 환경복원업","","0","0","0","0","0","0",".23798",".22885",".22083",".11937",".41539",".26334","0","0","0",".36063",".60404",".89874",".4786",".36013",
"남자","대구광역시","20~29세","건설업","","2.97362","3.10303","2.0913","2.2925","2.71076","2.78188","3.26961","2.5768","2.29334","3.25824","3.07678","4.16911","4.76548","7.26662","6.10631","7.56543","7.82759","5.85129","5.36559","6.19228",
"남자","대구광역시","20~29세","도소매업","","16.00446","15.94584","14.7817","14.80628","17.7251","12.49881","13.68191","13.89056","11.45809","11.90705","12.70274","11.97776","12.84439","11.12013","12.40778","10.92083","10.16388","8.31035","11.03981","14.72894",
"남자","대구광역시","20~29세","운수업","","1.03177",".40695",".98472",".98281","2.26651","2.29846","1.51561","1.77887","2.3105","2.59603","1.43217","1.67183","1.89943","1.28006","1.78903","3.65867","3.57209","3.60695","3.57826","2.79198",
"남자","대구광역시","20~29세","숙박 및 음식점업","","8.6473","8.30145","8.36254","12.37494","8.66268","11.04525","9.81305","10.27956","7.08109","7.74127","7.60133","12.6948","14.87896","13.48546","6.79337","10.77208","11.81535","14.86035","11.5641","10.39063",
"남자","대구광역시","20~29세","출판,영상,방송통신 및 정보서비스업","","1.46546","2.45346","1.37906","1.36133","2.50571","2.15957","2.21146","1.12895","1.38257","1.37698","2.60763","2.75974","3.18571","2.92255","3.18281","3.48478","2.89162","1.76917","2.06848","2.68814",
"남자","대구광역시","20~29세","금융 및 보험업","","2.01227","1.60097","1.43875","1.93556","1.3645","2.03934","1.84972",".56825","1.58684",".93669","2.24219","1.87149","1.65952","1.02503","1.10414","1.0004","1.24112",".9564",".36889",".30587",
